MAE_pred_set,RMSE_pred_set,baseline_method,baseline_proportion,k,mae_baseline_avg,mae_item_baseline_avg,rmse_baseline_avg,rmse_item_baseline_avg,similarity_measure
2.4674580097718146,8.668088216628187,item_average,0.9464124038026256,1,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.4398578027078215,8.669428510354395,item_average,0.8340878225441376,1,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.4310432089968104,8.670792240828224,item_average,0.8203938433680399,1,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.436064383515667,8.72101296525318,item_average,0.8587596197374378,1,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4727265409440036,8.726747330315499,item_average,0.8965595291987325,2,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.410898372735632,8.690899773306285,item_average,0.6708918062471707,2,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.4385847099145352,8.687475272116844,item_average,0.6909234947940245,2,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.4356082123235256,8.752976961132935,item_average,0.7492643730194658,2,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4856475755854297,8.756755025337476,item_average,0.8519126301493889,3,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.4350864574043536,8.703400164009695,item_average,0.5694884563150747,3,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.437198243879416,8.689353014952578,item_average,0.576052512449072,3,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.4028235577886496,8.712859532050441,item_average,0.6657990040742418,3,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4878034617088853,8.763228910825747,item_average,0.8073223177908556,4,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.434338398415937,8.791622280889484,item_average,0.4908895427795383,4,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.4205152948808997,8.734924418507985,item_average,0.498585332729742,4,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3885360393546358,8.761475778358585,item_average,0.5978383884110458,4,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.484410461041071,8.77031250033213,item_average,0.7701448619284744,5,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.4828721867386814,8.904644652353156,item_average,0.43888637392485286,5,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.4438429476685664,8.839624242001937,item_average,0.43747170665459484,5,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3724230114704956,8.798077115093081,item_average,0.5386487098234495,5,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4972093053871522,8.791206831249376,item_average,0.7315527387958353,6,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.466716207017539,8.919406876666082,item_average,0.39452240832956087,6,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.422606241879947,8.835677358999513,item_average,0.38756224535989137,6,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.355721430636598,8.762840739406156,item_average,0.48585332729741965,6,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.493214449460534,8.789015891160265,item_average,0.6951674966047986,7,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.4466943975617643,8.917912713657074,item_average,0.34964916251697603,7,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.413184501150744,8.85504047135811,item_average,0.34970574920778635,7,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3405391947020693,8.760110196825572,item_average,0.44330013580805794,7,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4923401660188946,8.799937018077179,item_average,0.6640448166591217,8,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.4345975715327888,8.914002206283818,item_average,0.31643277501131734,8,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3892688739727945,8.825155562109254,item_average,0.3191489361702128,8,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3282475782206755,8.754810767092952,item_average,0.40125622453598914,8,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.489356389483905,8.804523567222907,item_average,0.6352987777274784,9,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.421777721238585,8.869751758921879,item_average,0.28581937528293344,9,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3647109169820753,8.784975289818542,item_average,0.2939112720688094,9,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3269563244147062,8.74931713389082,item_average,0.37064282480760524,9,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4915767187902156,8.813611057481621,item_average,0.6056473517428701,10,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.410343901681922,8.854521873798944,item_average,0.2632412856496152,10,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.358459999921146,8.776790141326076,item_average,0.27133318243549115,10,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3001854305104166,8.727099369859031,item_average,0.34551833408782257,10,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4881423135290808,8.814920512826628,item_average,0.5789384336803983,11,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.393796550611031,8.824183773894582,item_average,0.24383205070167496,11,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.351349743186106,8.774363346771286,item_average,0.2520937075599819,11,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.3023593899106123,8.727164131814895,item_average,0.3210728836577637,11,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4897258385529,8.823866612835843,item_average,0.5468537799909461,12,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.382455282179937,8.810443377734694,item_average,0.22634676324128564,12,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3583803254915927,8.807257999829671,item_average,0.2338727931190584,12,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.296276791725071,8.746711705691403,item_average,0.2948732458125849,12,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.486764750920768,8.822555146855878,item_average,0.5160706201901313,13,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3847775855496316,8.824347230106348,item_average,0.20988003621548212,13,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3480789531064796,8.777807684025037,item_average,0.2193866002716161,13,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2841566988483697,8.74940318936731,item_average,0.2747849705749208,13,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4820318420314886,8.824247222288685,item_average,0.4902670891806247,14,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.389522911907128,8.810738120849113,item_average,0.1968650973291082,14,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3417206945120315,8.739433774229825,item_average,0.20529651425984607,14,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.276687443325608,8.740823050681017,item_average,0.2583748302399276,14,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.485667914195296,8.827608370108342,item_average,0.46689678587596195,15,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.385691276801141,8.802014741360463,item_average,0.1828315980081485,15,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.340487964751977,8.725483753057487,item_average,0.19284744228157538,15,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2567514735799916,8.70648371044234,item_average,0.23557039384336803,15,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.473342379904001,8.81521213968465,item_average,0.4434133091896786,16,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.379678119505975,8.79085117075102,item_average,0.17326844726120416,16,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.327145150626088,8.704941759610431,item_average,0.18056813037573563,16,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.247990489373093,8.699693762462323,item_average,0.22346084200995925,16,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.468423296069697,8.816417898330906,item_average,0.4199298325033952,17,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3760501053870686,8.75731873137825,item_average,0.15878225441376187,17,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3253804071241198,8.708779853666908,item_average,0.16976007243096425,17,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.237682672132958,8.692259019554857,item_average,0.21050248981439565,17,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4602862048072742,8.81237922417194,item_average,0.3974083295608873,18,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3753666586970477,8.797061743804033,item_average,0.1495586238116795,18,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3276643503609367,8.758221625587943,item_average,0.16166817564508829,18,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2393958296991805,8.69512766762828,item_average,0.19839293798098687,18,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.468185247953466,8.824331474806446,item_average,0.37811226799456765,19,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3637909976221096,8.789953502224787,item_average,0.14078768673607966,19,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3241424091236293,8.754696209628307,item_average,0.1519918515165233,19,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.23666888664156,8.7140410316561,item_average,0.18594386600271617,19,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4583672813544917,8.817239832591078,item_average,0.35825033952014484,20,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.360718546802832,8.792363479999931,item_average,0.13360117700316884,20,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.319713390970588,8.755444131563403,item_average,0.14491851516523313,20,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.229252848521268,8.70397800529707,item_average,0.17502263467632412,20,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.451069689387279,8.810758293985767,item_average,0.3413309189678588,21,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3536133821100806,8.784470421595325,item_average,0.1257922136713445,21,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.3162406652519136,8.755655562022238,item_average,0.13727931190583975,21,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.233609386745752,8.736831669635185,item_average,0.16585559076505205,21,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4462303796382154,8.815181294020999,item_average,0.3226573110004527,22,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3536946295376784,8.783449056048822,item_average,0.11871887732005432,22,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.319504558792769,8.76256825243494,item_average,0.13065866908103213,22,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.231470716907787,8.745648293648415,item_average,0.15866908103214125,22,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4360878314659242,8.81531711598788,item_average,0.3048890900860118,23,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3465326821230255,8.7722675031262,item_average,0.11289044816659122,23,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.322687748137511,8.764805933122073,item_average,0.1255658669081032,23,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2385759317189584,8.901719826323143,item_average,0.15023766410140335,23,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.434124035818689,8.819250651403813,item_average,0.28706428248076055,24,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.3376751626380963,8.728316672131752,item_average,0.10881620642824807,24,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.31619663639212,8.738293325334903,item_average,0.11934133091896786,24,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2329699247613366,8.766153348001518,item_average,0.14107062019013128,24,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
2.4295170677393534,8.82589321211905,item_average,0.2726912630149389,25,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,euclidian
2.332090429868761,8.7069273752082,item_average,0.10417609778180172,25,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,pearson
2.309555134331518,8.695582558094932,item_average,0.11215482118605703,25,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine
2.2492046745811063,8.78999458232205,item_average,0.13365776369397916,25,2.5530374523952766,2.4584330817591846,8.717927983589837,8.626278409768679,cosine_adjusted
